OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
156,GO-20061479234,2006-03-20 05:00:00,2006,March,20,Monday,79,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.37376715504146,43.667288406453174
157,GO-20061570672,2006-03-27 05:00:00,2006,March,27,Monday,86,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.49090628374982,43.68756928732124
158,GO-20061671071,2006-03-27 05:00:00,2006,March,27,Monday,86,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50714851949837,43.7484638770574
159,GO-20061578377,2006-04-07 04:00:00,2006,April,7,Friday,97,D31,Other,021,Humber Summit (21),021,Humber Summit (21),-79.54906549257699,43.750643884213034
160,GO-20061673447,2006-04-20 04:00:00,2006,April,20,Thursday,110,D31,Stabbing,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.47151494430386,43.7295782506285
161,GO-20061636602,2006-04-26 04:00:00,2006,April,26,Wednesday,116,D33,Stabbing,047,Don Valley Village (47),047,Don Valley Village (47),-79.34431155143436,43.78098261638571
162,GO-20061473434,2006-04-29 04:00:00,2006,April,29,Saturday,119,D54,Shooting,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.32558053587167,43.71864005846295
163,GO-20061686110,2006-04-29 04:00:00,2006,April,29,Saturday,119,D22,Stabbing,018,New Toronto (18),018,New Toronto (18),-79.50889296999746,43.6015295271124
164,GO-20061439616,2006-05-02 04:00:00,2006,May,2,Tuesday,122,D54,Stabbing,066,Danforth (66),066,Danforth (66),-79.32363123294031,43.68336521316597
165,GO-20061506152,2006-05-15 04:00:00,2006,May,15,Monday,135,D52,Stabbing,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39409393813668,43.65260489196127
166,GO-20061714664,2006-05-17 04:00:00,2006,May,17,Wednesday,137,D54,Other,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2937052585072,43.69258342046601
167,GO-20061465047,2006-05-26 04:00:00,2006,May,26,Friday,146,D13,Other,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.42085152819395,43.68619300923968
168,GO-20061630473,2006-05-28 04:00:00,2006,May,28,Sunday,148,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.21567084817876,43.76056840088468
169,GO-20061558823,2006-06-02 04:00:00,2006,June,2,Friday,153,D54,Other,066,Danforth (66),066,Danforth (66),-79.33270602243117,43.68227349824681
170,GO-20061441432,2006-06-03 04:00:00,2006,June,3,Saturday,154,D12,Shooting,113,Weston (113),113,Weston (113),-79.50727476338085,43.69547796902457
171,GO-20061677509,2006-06-03 04:00:00,2006,June,3,Saturday,154,D31,Stabbing,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.48592738557139,43.742873705704746
172,GO-20061433643,2006-06-12 04:00:00,2006,June,12,Monday,163,D31,Shooting,028,Rustic (28),028,Rustic (28),-79.50226354465711,43.71653824643953
173,GO-20061269372,2006-06-13 04:00:00,2006,June,13,Tuesday,164,D12,Stabbing,115,Mount Dennis (115),115,Mount Dennis (115),-79.49090628374982,43.68756928732124
174,GO-20061556233,2006-06-22 04:00:00,2006,June,22,Thursday,173,D31,Stabbing,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50815284351047,43.71907494643953
175,GO-20061523520,2006-06-23 04:00:00,2006,June,23,Friday,174,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.22447097373573,43.802501696723255
176,GO-20061712933,2006-06-23 04:00:00,2006,June,23,Friday,174,D51,Other,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38134984956254,43.666698505802216
177,GO-20061614702,2006-06-26 04:00:00,2006,June,26,Monday,177,D51,Shooting,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.36790195295256,43.64744888655246
178,GO-20061463143,2006-07-02 04:00:00,2006,July,2,Sunday,183,D12,Shooting,090,Junction Area (90),090,Junction Area (90),-79.47189980918205,43.67722342689178
179,GO-20061436777,2006-07-05 04:00:00,2006,July,5,Wednesday,186,D22,Shooting,020,Alderwood (20),020,Alderwood (20),-79.54484846351922,43.60086618540745
180,GO-20061680741,2006-07-11 04:00:00,2006,July,11,Tuesday,192,D51,Shooting,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37586124929459,43.65494689405061
181,GO-20061789165,2006-07-12 04:00:00,2006,July,12,Wednesday,193,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.22645821485006,43.82981509830004
182,GO-20061482034,2006-07-12 04:00:00,2006,July,12,Wednesday,193,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.49201418259986,43.68791698563399
183,GO-20061786165,2006-07-12 04:00:00,2006,July,12,Wednesday,193,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.22645821485006,43.82981509830004
184,GO-20061720929,2006-07-14 04:00:00,2006,July,14,Friday,195,D23,Stabbing,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.59207666772518,43.73217787710363
185,GO-20061753633,2006-07-15 04:00:00,2006,July,15,Saturday,196,D54,Stabbing,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.31064065146847,43.71381397277654
186,GO-20061436568,2006-07-17 04:00:00,2006,July,17,Monday,198,D52,Shooting,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.31064065146847,43.71381397277654
187,GO-20061436461,2006-07-27 04:00:00,2006,July,27,Thursday,208,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21558327825753,43.80779429902346
188,GO-20061684861,2006-08-05 04:00:00,2006,August,5,Saturday,217,D11,Other,085,South Parkdale (85),085,South Parkdale (85),-79.43660032113196,43.638731486278544
189,GO-20061467979,2006-09-11 04:00:00,2006,September,11,Monday,254,D52,Stabbing,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38208824652705,43.65909819820201
190,GO-20061467979,2006-09-11 04:00:00,2006,September,11,Monday,254,D52,Stabbing,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38208824652705,43.65909819820201
191,GO-20061442534,2006-09-14 04:00:00,2006,September,14,Thursday,257,D42,Shooting,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.30103610441765,43.80231412894965
192,GO-20061825448,2006-09-17 04:00:00,2006,September,17,Sunday,260,D43,Other,142,Woburn North (142),137,Woburn (137),-79.24035633634732,43.77047709461999
193,GO-20061873074,2006-09-17 04:00:00,2006,September,17,Sunday,260,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.42912312362434,43.638578083581606
194,GO-20061859866,2006-09-17 04:00:00,2006,September,17,Sunday,260,D42,Stabbing,116,Steeles (116),116,Steeles (116),-79.32562840318644,43.8073601260593
195,GO-20061696275,2006-09-21 04:00:00,2006,September,21,Thursday,264,D41,Other,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.25645330193683,43.710172711518496
196,GO-20061448580,2006-09-22 04:00:00,2006,September,22,Friday,265,D51,Other,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38308454717834,43.66304470214845
197,GO-20061710058,2006-09-25 04:00:00,2006,September,25,Monday,268,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.56970422859403,43.75876291344287
198,GO-20061904938,2006-10-06 04:00:00,2006,October,6,Friday,279,D22,Other,158,Islington (158),014,Islington-City Centre West (14),-79.56013387613679,43.64739541100971
199,GO-20061905589,2006-10-09 04:00:00,2006,October,9,Monday,282,D54,Shooting,043,Victoria Village (43),043,Victoria Village (43),-79.30061636350149,43.71979806577026
200,GO-20061855834,2006-10-11 04:00:00,2006,October,11,Wednesday,284,D51,Stabbing,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.36351286228454,43.66623210533578
201,GO-20061696286,2006-10-17 04:00:00,2006,October,17,Tuesday,290,D41,Other,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30050366891615,43.72788725159015
202,GO-20061603174,2006-10-21 04:00:00,2006,October,21,Saturday,294,D43,Stabbing,134,Highland Creek (134),134,Highland Creek (134),-79.19434398073707,43.78927219348308
203,GO-20061877732,2006-10-27 04:00:00,2006,October,27,Friday,300,D22,Other,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.49625951260053,43.62772784214708
204,GO-20061787320,2006-10-27 04:00:00,2006,October,27,Friday,300,D52,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.38660834039426,43.648634287737934
205,GO-20061470621,2006-11-05 05:00:00,2006,November,5,Sunday,309,D54,Stabbing,043,Victoria Village (43),043,Victoria Village (43),-79.3015962601505,43.71532457414988
206,GO-20061470621,2006-11-05 05:00:00,2006,November,5,Sunday,309,D54,Stabbing,043,Victoria Village (43),043,Victoria Village (43),-79.3015962601505,43.71532457414988
207,GO-20061448992,2006-11-14 05:00:00,2006,November,14,Tuesday,318,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.22863207445216,43.80941452641674
208,GO-20061945800,2006-11-25 05:00:00,2006,November,25,Saturday,329,D11,Other,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.48446241496227,43.649317347205425
209,GO-20061796411,2006-12-03 05:00:00,2006,December,3,Sunday,337,D14,Shooting,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3937600356872,43.642772181875884
210,GO-20061462848,2006-12-03 05:00:00,2006,December,3,Sunday,337,D42,Other,144,Morningside Heights (144),131,Rouge (131),-79.19706296962214,43.796507492862325
211,GO-20061451923,2006-12-20 05:00:00,2006,December,20,Wednesday,354,D51,Other,072,Regent Park (72),072,Regent Park (72),-79.35868536454589,43.6624291015328
212,GO-20061501929,2006-12-25 05:00:00,2006,December,25,Monday,359,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.42735822421264,43.63895588349699
213,GO-20061490523,2006-12-26 05:00:00,2006,December,26,Tuesday,360,D23,Stabbing,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.57453697515353,43.7281622644611
214,GO-20061932560,2006-12-27 05:00:00,2006,December,27,Wednesday,361,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51881141299563,43.76191258672315
215,GO-20071875060,2007-01-01 05:00:00,2007,January,1,Monday,1,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.22820757429514,43.79998819294907
216,GO-20071763040,2007-01-11 05:00:00,2007,January,11,Thursday,11,D54,Shooting,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.32448443762472,43.71235997416066
217,GO-20071441479,2007-01-11 05:00:00,2007,January,11,Thursday,11,D12,Other,113,Weston (113),113,Weston (113),-79.51535685283757,43.699819565376735
218,GO-20071993783,2007-01-14 05:00:00,2007,January,14,Sunday,14,D42,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.26723330652887,43.78224535225329
219,GO-20071492036,2007-01-20 05:00:00,2007,January,20,Saturday,20,D12,Stabbing,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.47776000525585,43.67801292319774
220,GO-20071925141,2007-02-04 05:00:00,2007,February,4,Sunday,35,D43,Shooting,123,Cliffcrest (123),123,Cliffcrest (123),-79.22792864494372,43.72243279711123
221,GO-20073654724,2007-02-11 05:00:00,2007,February,11,Sunday,42,D51,Other,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.36896135124634,43.64394298304659
222,GO-20071896894,2007-02-14 05:00:00,2007,February,14,Wednesday,45,D31,Stabbing,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.51318384528213,43.72552664987495
223,GO-20072425942,2007-02-22 05:00:00,2007,February,22,Thursday,53,D22,Stabbing,158,Islington (158),014,Islington-City Centre West (14),-79.55567468246569,43.64151361312279
224,GO-20072061133,2007-03-09 05:00:00,2007,March,9,Friday,68,D41,Stabbing,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.29151597810997,43.72691366166945
225,GO-20072065992,2007-03-15 04:00:00,2007,March,15,Thursday,74,D31,Shooting,022,Humbermede (22),022,Humbermede (22),-79.54833219099969,43.748790081742314
226,GO-20071564750,2007-03-17 04:00:00,2007,March,17,Saturday,76,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.4408334974506,43.69265057389158
227,GO-20071438873,2007-03-28 04:00:00,2007,March,28,Wednesday,87,D32,Other,151,Yonge-Doris (151),051,Willowdale East (51),-79.41235305271147,43.7804754963968
228,GO-20072090220,2007-04-02 04:00:00,2007,April,2,Monday,92,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51669281208962,43.75185858101418
229,GO-20072072766,2007-04-04 04:00:00,2007,April,4,Wednesday,94,D51,Shooting,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3695508587399,43.66817370793327
230,GO-20071447527,2007-04-05 04:00:00,2007,April,5,Thursday,95,D22,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58709009242014,43.753617382550246
231,GO-20071606685,2007-04-06 04:00:00,2007,April,6,Friday,96,D43,Other,142,Woburn North (142),137,Woburn (137),-79.22911908155677,43.76100600637121
232,GO-20072086798,2007-04-09 04:00:00,2007,April,9,Monday,99,D32,Stabbing,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.44051622295274,43.755114475155665
233,GO-20071842715,2007-04-12 04:00:00,2007,April,12,Thursday,102,D43,Shooting,068,North Riverdale (68),068,North Riverdale (68),-79.35432547060712,43.665070807413365
234,GO-20072003231,2007-04-13 04:00:00,2007,April,13,Friday,103,D41,Stabbing,124,Kennedy Park (124),124,Kennedy Park (124),-79.26459391445606,43.73278018007117
235,GO-20072178693,2007-04-21 04:00:00,2007,April,21,Saturday,111,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5276653408884,43.716685045662196
236,GO-20072021610,2007-04-22 04:00:00,2007,April,22,Sunday,112,D54,Stabbing,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.35073159363888,43.67778995652189
237,GO-20071971014,2007-04-29 04:00:00,2007,April,29,Sunday,119,D51,Other,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.670232809825116
238,GO-20072149719,2007-05-08 04:00:00,2007,May,8,Tuesday,128,D43,Other,135,Morningside (135),135,Morningside (135),-79.20496340611702,43.78259619621601
239,GO-20072198590,2007-05-09 04:00:00,2007,May,9,Wednesday,129,D42,Shooting,143,West Rouge (143),131,Rouge (131),-79.17948728828127,43.80427649129697
240,GO-20072226769,2007-05-14 04:00:00,2007,May,14,Monday,134,D23,Other,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.55205807372276,43.726757632483256
241,GO-20072163954,2007-05-18 04:00:00,2007,May,18,Friday,138,D53,Shooting,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.38883656090968,43.7086965189237
242,GO-20072151831,2007-05-20 04:00:00,2007,May,20,Sunday,140,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40132383289064,43.64967848922357
243,GO-20072044021,2007-05-21 04:00:00,2007,May,21,Monday,141,D31,Shooting,022,Humbermede (22),022,Humbermede (22),-79.5400926959682,43.74179967655769
244,GO-20071902458,2007-05-23 04:00:00,2007,May,23,Wednesday,143,D31,Shooting,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.34955554268718,43.751793007230766
245,GO-20072226684,2007-05-26 04:00:00,2007,May,26,Saturday,146,D55,Other,073,Moss Park (73),073,Moss Park (73),-79.3627214569264,43.651562990666605
246,GO-20072055785,2007-05-30 04:00:00,2007,May,30,Wednesday,150,D14,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39793503569493,43.65296189280764
247,GO-20072243955,2007-06-05 04:00:00,2007,June,5,Tuesday,156,D33,Stabbing,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.31873486973078,43.75993882188232
248,GO-20072066379,2007-06-09 04:00:00,2007,June,9,Saturday,160,D23,Shooting,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.5782792728976,43.735506876356254
249,GO-20072127704,2007-06-17 04:00:00,2007,June,17,Sunday,168,D13,Other,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.45925999386814,43.68928088151281
250,GO-20072064605,2007-06-25 04:00:00,2007,June,25,Monday,176,D42,Stabbing,144,Morningside Heights (144),131,Rouge (131),-79.21784400882179,43.8240805865116
251,GO-20072064605,2007-06-25 04:00:00,2007,June,25,Monday,176,D42,Stabbing,144,Morningside Heights (144),131,Rouge (131),-79.21784400882179,43.8240805865116
252,GO-20072315548,2007-06-29 04:00:00,2007,June,29,Friday,180,D51,Stabbing,072,Regent Park (72),072,Regent Park (72),-79.3660048573904,43.65943439853815
253,GO-20072304950,2007-07-03 04:00:00,2007,July,3,Tuesday,184,D32,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.44923351660518,43.720519956266926
254,GO-20072122523,2007-07-04 04:00:00,2007,July,4,Wednesday,185,D42,Shooting,143,West Rouge (143),131,Rouge (131),-79.15384125477931,43.79767026656765
255,GO-20072122523,2007-07-04 04:00:00,2007,July,4,Wednesday,185,D42,Shooting,143,West Rouge (143),131,Rouge (131),-79.15384125477931,43.79767026656765
256,GO-20072126683,2007-07-07 04:00:00,2007,July,7,Saturday,188,D43,Stabbing,136,West Hill (136),136,West Hill (136),-79.19466730421296,43.76198029309802
257,GO-20072043425,2007-07-17 04:00:00,2007,July,17,Tuesday,198,D43,Stabbing,142,Woburn North (142),137,Woburn (137),-79.23296484605089,43.77953670123865
258,GO-20072226971,2007-07-21 04:00:00,2007,July,21,Saturday,202,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.44029569851487,43.692337074597276
259,GO-20072162156,2007-07-22 04:00:00,2007,July,22,Sunday,203,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50516589584956,43.74135624711049
260,GO-20072253925,2007-07-22 04:00:00,2007,July,22,Sunday,203,D52,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.38866603950208,43.64819508729873
261,GO-20072096282,2007-07-22 04:00:00,2007,July,22,Sunday,203,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.37575275526954,43.66966190876556
262,GO-20072133216,2007-07-28 04:00:00,2007,July,28,Saturday,209,D11,Other,090,Junction Area (90),090,Junction Area (90),-79.46453462570446,43.66541435441993
263,GO-20072314144,2007-07-28 04:00:00,2007,July,28,Saturday,209,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.21189689652567,43.81843625936435
264,GO-20072344083,2007-07-29 04:00:00,2007,July,29,Sunday,210,D43,Stabbing,138,Eglinton East (138),138,Eglinton East (138),-79.23842145676421,43.73885608095165
265,GO-20072177286,2007-07-30 04:00:00,2007,July,30,Monday,211,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.59348626590521,43.73379817755782
266,GO-20072082431,2007-08-04 04:00:00,2007,August,4,Saturday,216,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36232986179583,43.662974302077984
267,GO-20072187991,2007-08-09 04:00:00,2007,August,9,Thursday,221,D14,Stabbing,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.41124502958365,43.64573728809263
268,GO-20072426042,2007-08-16 04:00:00,2007,August,16,Thursday,228,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5203587127037,43.76882118405517
