OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
338,GO-20082605554,2008-07-27 04:00:00,2008,July,27,Sunday,209,D12,Shooting,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4771502885505,43.6896715889162
339,GO-20082869738,2008-08-02 04:00:00,2008,August,2,Saturday,215,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37009915354126,43.65616289526663
340,GO-20082919665,2008-08-03 04:00:00,2008,August,3,Sunday,216,D55,Stabbing,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.31316012933665,43.6702052992441
341,GO-20082761191,2008-08-03 04:00:00,2008,August,3,Sunday,216,D14,Other,086,Roncesvalles (86),086,Roncesvalles (86),-79.43535502154705,43.64419789230901
342,GO-20082756711,2008-08-10 04:00:00,2008,August,10,Sunday,223,D42,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.25727893162187,43.787405266451614
343,GO-20082986087,2008-08-22 04:00:00,2008,August,22,Friday,235,D51,Other,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.35694936067532,43.64927778838136
344,GO-20082891170,2008-08-24 04:00:00,2008,August,24,Sunday,237,D32,Shooting,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.43877034390151,43.76445460871154
345,GO-20082928965,2008-08-26 04:00:00,2008,August,26,Tuesday,239,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.2266994744587,43.8051975056655
346,GO-20082373236,2008-08-28 04:00:00,2008,August,28,Thursday,241,D14,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40070293388084,43.652352092407305
347,GO-20082881742,2008-09-02 04:00:00,2008,September,2,Tuesday,246,D33,Stabbing,052,Bayview Village (52),052,Bayview Village (52),-79.37918711790653,43.76594169060861
348,GO-20082386684,2008-09-08 04:00:00,2008,September,8,Monday,252,D31,Stabbing,021,Humber Summit (21),021,Humber Summit (21),-79.54236519998109,43.75207238680615
349,GO-20082406153,2008-09-08 04:00:00,2008,September,8,Monday,252,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.46952948935774,43.69141448325852
350,GO-20082922744,2008-09-09 04:00:00,2008,September,9,Tuesday,253,D31,Shooting,029,Maple Leaf (29),029,Maple Leaf (29),-79.48094084007404,43.72158254723679
351,GO-20082909162,2008-09-16 04:00:00,2008,September,16,Tuesday,260,D42,Stabbing,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.28741799333558,43.78172543836037
352,GO-20082747960,2008-09-16 04:00:00,2008,September,16,Tuesday,260,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51881141299563,43.76191258672315
353,GO-20082954481,2008-09-22 04:00:00,2008,September,22,Monday,266,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5141097149615,43.755453983701884
354,GO-20082875476,2008-09-24 04:00:00,2008,September,24,Wednesday,268,D31,Other,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.49019475394712,43.73471316095747
355,GO-20082395868,2008-10-03 04:00:00,2008,October,3,Friday,277,D22,Shooting,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.51147868425664,43.68400239601657
356,GO-20083044970,2008-10-09 04:00:00,2008,October,9,Thursday,283,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.51412794306921,43.720642146439545
357,GO-20082386395,2008-10-11 04:00:00,2008,October,11,Saturday,285,D14,Other,163,Fort York-Liberty Village (163),082,Niagara (82),-79.3995026334977,43.63344687255067
358,GO-20082897918,2008-10-13 04:00:00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge (143),131,Rouge (131),-79.1668184115842,43.80756458360979
359,GO-20082897918,2008-10-13 04:00:00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge (143),131,Rouge (131),-79.1668184115842,43.80756458360979
360,GO-20082823465,2008-10-14 04:00:00,2008,October,14,Tuesday,288,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.22515077616401,43.74178808353859
361,GO-20082440245,2008-10-25 04:00:00,2008,October,25,Saturday,299,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.33020470061494,43.66325324943122
362,GO-20083023273,2008-10-25 04:00:00,2008,October,25,Saturday,299,D32,Shooting,033,Clanton Park (33),033,Clanton Park (33),-79.44010802409854,43.75409147386861
363,GO-20082863291,2008-11-18 05:00:00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside (135),135,Morningside (135),-79.21794189286952,43.77082791282216
364,GO-20082863291,2008-11-18 05:00:00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside (135),135,Morningside (135),-79.21794189286952,43.77082791282216
365,GO-20082863291,2008-11-18 05:00:00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside (135),135,Morningside (135),-79.21794189286952,43.77082791282216
366,GO-20082739826,2008-11-23 05:00:00,2008,November,23,Sunday,328,D22,Other,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),-79.57257188568579,43.653097824524
367,GO-20083049956,2008-11-26 05:00:00,2008,November,26,Wednesday,331,D33,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30978147425118,43.74213963181549
368,GO-20082439136,2008-12-03 05:00:00,2008,December,3,Wednesday,338,D22,Stabbing,018,New Toronto (18),018,New Toronto (18),-79.50889296999746,43.6015295271124
369,GO-20082873166,2008-12-06 05:00:00,2008,December,6,Saturday,341,D12,Stabbing,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.47202857559532,43.69657717109832
370,GO-20083103211,2008-12-25 05:00:00,2008,December,25,Thursday,360,D41,Other,125,Ionview (125),125,Ionview (125),-79.2789230994044,43.73288766626517
371,GO-20093148206,2009-01-03 05:00:00,2009,January,3,Saturday,3,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.55293379405703,43.75144498737536
372,GO-20093100835,2009-01-04 05:00:00,2009,January,4,Sunday,4,D33,Shooting,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.35525770798812,43.74093580013262
373,GO-20093118823,2009-01-06 05:00:00,2009,January,6,Tuesday,6,D54,Other,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.32558053587167,43.71864005846295
374,GO-20093167296,2009-01-16 05:00:00,2009,January,16,Friday,16,D12,Stabbing,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.46069112101719,43.67068024087543
375,GO-20093043662,2009-01-20 05:00:00,2009,January,20,Tuesday,20,D12,Shooting,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.47434289159263,43.688510891942066
376,GO-20093065148,2009-02-01 05:00:00,2009,February,1,Sunday,32,D12,Shooting,113,Weston (113),113,Weston (113),-79.51130865566778,43.698379065558946
377,GO-20092874543,2009-02-10 05:00:00,2009,February,10,Tuesday,41,D41,Shooting,135,Morningside (135),135,Morningside (135),-79.20628729624836,43.785556496016824
378,GO-20093219115,2009-02-22 05:00:00,2009,February,22,Sunday,53,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51163791815763,43.7660439894482
379,GO-20092904889,2009-02-26 05:00:00,2009,February,26,Thursday,57,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.4771502885505,43.6896715889162
380,GO-20093082434,2009-02-28 05:00:00,2009,February,28,Saturday,59,D41,Shooting,126,Dorset Park (126),126,Dorset Park (126),-79.27627532504614,43.753239757729055
381,GO-20093180676,2009-03-12 04:00:00,2009,March,12,Thursday,71,D31,Stabbing,024,Black Creek (24),024,Black Creek (24),-79.5311633106263,43.75734189317793
382,GO-20093159164,2009-04-02 04:00:00,2009,April,2,Thursday,92,D41,Stabbing,124,Kennedy Park (124),124,Kennedy Park (124),-79.26211491188909,43.7259261895595
383,GO-20093233433,2009-04-17 04:00:00,2009,April,17,Friday,107,D55,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.3341652985511,43.66585364857925
384,GO-20093104776,2009-04-21 04:00:00,2009,April,21,Tuesday,111,D12,Shooting,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.47239719974267,43.684010004730546
385,GO-20093185090,2009-04-22 04:00:00,2009,April,22,Wednesday,112,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.49881288466511,43.68447249140483
386,GO-20093103646,2009-05-01 04:00:00,2009,May,1,Friday,121,D11,Shooting,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.50347830060788,43.66388623213238
387,GO-20093201614,2009-05-05 04:00:00,2009,May,5,Tuesday,125,D14,Stabbing,084,Little Portugal (84),084,Little Portugal (84),-79.4370028209978,43.64998289864337
388,GO-20093041325,2009-05-09 04:00:00,2009,May,9,Saturday,129,D55,Other,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.32017411890104,43.668317083070875
389,GO-20093059077,2009-05-11 04:00:00,2009,May,11,Monday,131,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.50043180382647,43.66801144379899
390,GO-20093386271,2009-05-20 04:00:00,2009,May,20,Wednesday,140,D23,Stabbing,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48241849449586,43.68374250409882
391,GO-20093330600,2009-05-20 04:00:00,2009,May,20,Wednesday,140,D55,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.35092126971915,43.65863249800017
392,GO-20093386271,2009-05-20 04:00:00,2009,May,20,Wednesday,140,D12,Other,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48241849449586,43.68374250409882
393,GO-20093250588,2009-06-15 04:00:00,2009,June,15,Monday,166,D12,Stabbing,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.55215095635832,43.69578967678703
394,GO-20093420102,2009-06-17 04:00:00,2009,June,17,Wednesday,168,D32,Other,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.46761953829932,43.71572045199346
395,GO-20093155134,2009-06-21 04:00:00,2009,June,21,Sunday,172,D51,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.35246376409961,43.64531098441457
396,GO-20093155134,2009-06-21 04:00:00,2009,June,21,Sunday,172,D51,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.35246376409961,43.64531098441457
397,GO-20093440867,2009-07-07 04:00:00,2009,July,7,Tuesday,188,D31,Other,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51071727056818,43.734836405754365
398,GO-20093096999,2009-07-11 04:00:00,2009,July,11,Saturday,192,D41,Other,126,Dorset Park (126),126,Dorset Park (126),-79.28594229118167,43.77158723571469
399,GO-20093501395,2009-07-19 04:00:00,2009,July,19,Sunday,200,D43,Shooting,143,West Rouge (143),131,Rouge (131),-79.12811297370702,43.79382655831426
400,GO-20093139087,2009-07-20 04:00:00,2009,July,20,Monday,201,D42,Stabbing,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.29879238789819,43.78370434293935
401,GO-20093523913,2009-07-25 04:00:00,2009,July,25,Saturday,206,D14,Shooting,079,University (79),079,University (79),-79.40746683714495,43.66590821005157
402,GO-20093505649,2009-08-01 04:00:00,2009,August,1,Saturday,213,D53,Shooting,095,Annex (95),095,Annex (95),-79.3954249454667,43.671898413211764
403,GO-20093523721,2009-08-02 04:00:00,2009,August,2,Sunday,214,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60636068960349,43.75500654438131
404,GO-20093363634,2009-08-04 04:00:00,2009,August,4,Tuesday,216,D51,Shooting,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.49459003387196,43.61047880330988
405,GO-20093348714,2009-08-05 04:00:00,2009,August,5,Wednesday,217,D41,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.25438453083615,43.73536628219647
406,GO-20093515443,2009-08-10 04:00:00,2009,August,10,Monday,222,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.59299456465162,43.73805067423077
407,GO-20093523004,2009-08-16 04:00:00,2009,August,16,Sunday,228,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5881393689254,43.74631847316927
408,GO-20093448946,2009-09-02 04:00:00,2009,September,2,Wednesday,245,D55,Shooting,069,Blake-Jones (69),069,Blake-Jones (69),-79.3381711017246,43.672425860090186
409,GO-20093576028,2009-09-05 04:00:00,2009,September,5,Saturday,248,D51,Shooting,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.36787435310161,43.650394189497774
410,GO-20093269913,2009-09-07 04:00:00,2009,September,7,Monday,250,D33,Shooting,049,Bayview Woods-Steeles (49),049,Bayview Woods-Steeles (49),-79.36912382540753,43.79129733205732
411,GO-20093575026,2009-09-12 04:00:00,2009,September,12,Saturday,255,D41,Other,124,Kennedy Park (124),124,Kennedy Park (124),-79.27267189289664,43.71756659301488
412,GO-20093528405,2009-10-10 04:00:00,2009,October,10,Saturday,283,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.43479212173465,43.63397777933763
413,GO-20093464087,2009-10-18 04:00:00,2009,October,18,Sunday,291,D51,Other,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37726584693624,43.65068098978461
414,GO-20093524643,2009-10-18 04:00:00,2009,October,18,Sunday,291,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.48755972518123,43.74960916288808
415,GO-20093425603,2009-10-30 04:00:00,2009,October,30,Friday,303,D13,Shooting,094,Wychwood (94),094,Wychwood (94),-79.43095242947489,43.67471662413799
416,GO-20093588501,2009-11-02 05:00:00,2009,November,2,Monday,306,D54,Shooting,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.34543590503753,43.680441573996
417,GO-20093454028,2009-11-03 05:00:00,2009,November,3,Tuesday,307,D31,Shooting,027,York University Heights (27),027,York University Heights (27),-79.49868482977291,43.75142057992675
418,GO-20093586765,2009-11-04 05:00:00,2009,November,4,Wednesday,308,D53,Stabbing,095,Annex (95),095,Annex (95),-79.39913474427401,43.6726966144982
419,GO-20093411009,2009-11-07 05:00:00,2009,November,7,Saturday,311,D14,Stabbing,079,University (79),079,University (79),-79.40746683714495,43.66590821005157
420,GO-20093593532,2009-11-07 05:00:00,2009,November,7,Saturday,311,D55,Other,068,North Riverdale (68),068,North Riverdale (68),-79.35432547060712,43.665070807413365
421,GO-20093425609,2009-11-11 05:00:00,2009,November,11,Wednesday,315,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.43888950120714,43.69153447650165
422,GO-20092776015,2009-11-17 05:00:00,2009,November,17,Tuesday,321,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.55062077796138,43.6882250849412
423,GO-20093577507,2009-11-22 05:00:00,2009,November,22,Sunday,326,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26648912923727,43.768947856507914
424,GO-20093358995,2009-11-22 05:00:00,2009,November,22,Sunday,326,D52,Shooting,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.38769484642785,43.66565180475552
425,GO-20093687835,2009-12-03 05:00:00,2009,December,3,Thursday,337,D31,Shooting,028,Rustic (28),028,Rustic (28),-79.50470964373855,43.71573754643957
426,GO-20093574569,2009-12-05 05:00:00,2009,December,5,Saturday,339,D51,Other,074,North St.James Town (74),074,North St.James Town (74),-79.37376715504146,43.667288406453174
427,GO-20093567900,2009-12-06 05:00:00,2009,December,6,Sunday,340,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.5680212186116,43.75679690814325
428,GO-20093574814,2009-12-07 05:00:00,2009,December,7,Monday,341,D31,Shooting,113,Weston (113),113,Weston (113),-79.5237688498353,43.70237796225946
429,GO-20093565736,2009-12-09 05:00:00,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.52302684239834,43.71772044775717
430,GO-20093391807,2009-12-13 05:00:00,2009,December,13,Sunday,347,D11,Stabbing,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.49860110589502,43.665602147315624
431,GO-20093591551,2009-12-18 05:00:00,2009,December,18,Friday,352,D52,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39818293729688,43.658263599520744
432,GO-20093543317,2009-12-29 05:00:00,2009,December,29,Tuesday,363,D11,Shooting,090,Junction Area (90),090,Junction Area (90),-79.47887932054583,43.665560559366504
433,GO-20103593574,2010-01-02 05:00:00,2010,January,2,Saturday,2,D55,Other,068,North Riverdale (68),068,North Riverdale (68),-79.35432547060712,43.665070807413365
434,GO-20103566324,2010-01-07 05:00:00,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.21119838528946,43.8118543192951
435,GO-20103583884,2010-01-24 05:00:00,2010,January,24,Sunday,24,D14,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39815453465033,43.65026718943953
436,GO-20103281627,2010-01-27 05:00:00,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31706567146753,43.762031522365085
437,GO-20103367693,2010-02-03 05:00:00,2010,February,3,Wednesday,34,D51,Stabbing,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.37433745296883,43.66292210202585
438,GO-20103713412,2010-02-07 05:00:00,2010,February,7,Sunday,38,D12,Shooting,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.50259695440927,43.698410561600106
439,GO-20103448094,2010-02-08 05:00:00,2010,February,8,Monday,39,D31,Shooting,028,Rustic (28),028,Rustic (28),-79.50470964373855,43.71573754643957
440,GO-20103456178,2010-02-14 05:00:00,2010,February,14,Sunday,45,D43,Other,138,Eglinton East (138),138,Eglinton East (138),-79.23798345621825,43.73812618158424
441,GO-20103593600,2010-02-15 05:00:00,2010,February,15,Monday,46,D55,Other,070,South Riverdale (70),070,South Riverdale (70),-79.30969812643043,43.663365892075674
442,GO-2010357703,2010-03-11 05:00:00,2010,March,11,Thursday,70,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.1994609085625,43.76544169168032
443,GO-20103680160,2010-03-13 05:00:00,2010,March,13,Saturday,72,D41,Other,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31335777210909,43.76654382135294
444,GO-20103657524,2010-04-04 04:00:00,2010,April,4,Sunday,94,D11,Other,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.45340881552916,43.65503981084795
445,GO-20103733844,2010-04-28 04:00:00,2010,April,28,Wednesday,118,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.3679272545522,43.65485189395556
446,GO-20103427476,2010-05-03 04:00:00,2010,May,3,Monday,123,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.43375011526585,43.68490719588762
447,GO-20103662181,2010-05-08 04:00:00,2010,May,8,Saturday,128,D14,Other,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.44343772119703,43.66536831944981
448,GO-20103709341,2010-05-10 04:00:00,2010,May,10,Monday,130,D42,Stabbing,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.31230169419315,43.797482903319754
449,GO-20103577964,2010-05-17 04:00:00,2010,May,17,Monday,137,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.47036608939655,43.69122388380354
450,GO-20103801763,2010-05-25 04:00:00,2010,May,25,Tuesday,145,D43,Other,135,Morningside (135),135,Morningside (135),-79.20677562499682,43.76679499640064
451,GO-20103795155,2010-05-29 04:00:00,2010,May,29,Saturday,149,D31,Other,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51320988965858,43.739384543601766
452,GO-20103568162,2010-05-29 04:00:00,2010,May,29,Saturday,149,D11,Stabbing,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.47454581585579,43.63996092369762
453,GO-20103746928,2010-05-31 04:00:00,2010,May,31,Monday,151,D12,Other,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.50287885126122,43.69954865941787
454,GO-20103844704,2010-06-12 04:00:00,2010,June,12,Saturday,163,D13,Stabbing,096,Casa Loma (96),096,Casa Loma (96),-79.41583923788588,43.680043623164266
455,GO-20103711024,2010-06-12 04:00:00,2010,June,12,Saturday,163,D22,Other,018,New Toronto (18),018,New Toronto (18),-79.51183767870604,43.59932271725473
456,GO-20103786264,2010-06-29 04:00:00,2010,June,29,Tuesday,180,D23,Stabbing,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5586388586282,43.6942459837147
457,GO-20103773164,2010-06-30 04:00:00,2010,June,30,Wednesday,181,D12,Stabbing,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.50593089404381,43.67609761976603
458,GO-20103776066,2010-07-02 04:00:00,2010,July,2,Friday,183,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4864081970644,43.74479562250571
459,GO-20103771858,2010-07-02 04:00:00,2010,July,2,Friday,183,D53,Stabbing,095,Annex (95),095,Annex (95),-79.40200554022768,43.66838911093921
460,GO-20103757791,2010-07-06 04:00:00,2010,July,6,Tuesday,187,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26665334023997,43.755894865741894
461,GO-20102896399,2010-07-09 04:00:00,2010,July,9,Friday,190,D41,Other,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30844997105028,43.7387938353503
462,GO-20103360930,2010-07-10 04:00:00,2010,July,10,Saturday,191,D52,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39788743549241,43.65225919192444
463,GO-20103587228,2010-07-13 04:00:00,2010,July,13,Tuesday,194,D54,Shooting,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.32964193272007,43.71530756444098
464,GO-20103831826,2010-07-14 04:00:00,2010,July,14,Wednesday,195,D41,Stabbing,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2467470734873,43.755258977668895
465,GO-20103686077,2010-07-16 04:00:00,2010,July,16,Friday,197,D42,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.25910582883319,43.787402065124205
466,GO-20103520868,2010-07-30 04:00:00,2010,July,30,Friday,211,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50685759195724,43.74031864174934
467,GO-20103804848,2010-07-30 04:00:00,2010,July,30,Friday,211,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.61151278106236,43.732113213511276
468,GO-20103883110,2010-07-31 04:00:00,2010,July,31,Saturday,212,D54,Stabbing,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.33494772634278,43.71872655239281
469,GO-20103561930,2010-08-08 04:00:00,2010,August,8,Sunday,220,D51,Other,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.36862085776369,43.665873504977164
470,GO-20103577793,2010-08-14 04:00:00,2010,August,14,Saturday,226,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.37575275526954,43.66966190876556
471,GO-20103436989,2010-08-14 04:00:00,2010,August,14,Saturday,226,D22,Shooting,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.53078859553305,43.644650073693356
472,GO-20103773675,2010-08-24 04:00:00,2010,August,24,Tuesday,236,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.43961635874767,43.72430405631481
473,GO-20103412926,2010-08-27 04:00:00,2010,August,27,Friday,239,D14,Stabbing,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.44017691993977,43.65143090162551
474,GO-20103793509,2010-08-29 04:00:00,2010,August,29,Sunday,241,D51,Other,090,Junction Area (90),090,Junction Area (90),-79.47356272330902,43.666326660474006
475,GO-2018104863,2010-09-06 04:00:00,2010,September,6,Monday,249,D52,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424
476,GO-20103528531,2010-09-10 04:00:00,2010,September,10,Friday,253,D43,Shooting,142,Woburn North (142),137,Woburn (137),-79.23203375108395,43.75933219884877
477,GO-20103836758,2010-09-12 04:00:00,2010,September,12,Sunday,255,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51881141299563,43.76191258672315
478,GO-20103912797,2010-09-12 04:00:00,2010,September,12,Sunday,255,D12,Other,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.49015206607174,43.69643696998522
479,GO-20103905801,2010-09-25 04:00:00,2010,September,25,Saturday,268,D23,Stabbing,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.51313348050705,43.68684309052943
480,GO-20103708472,2010-09-29 04:00:00,2010,September,29,Wednesday,272,D12,Shooting,113,Weston (113),113,Weston (113),-79.51130865566778,43.698379065558946
481,GO-20103708472,2010-09-29 04:00:00,2010,September,29,Wednesday,272,D12,Shooting,113,Weston (113),113,Weston (113),-79.51130865566778,43.698379065558946
482,GO-20103834477,2010-10-04 04:00:00,2010,October,4,Monday,277,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.4333018222314,43.63373207851324
483,GO-20103633942,2010-10-04 04:00:00,2010,October,4,Monday,277,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51545761334081,43.75788208504791
484,GO-20103561941,2010-10-09 04:00:00,2010,October,9,Saturday,282,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.35907716289299,43.660344599448294
485,GO-20103561941,2010-10-09 04:00:00,2010,October,9,Saturday,282,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.35907716289299,43.660344599448294
486,GO-20103520082,2010-10-17 04:00:00,2010,October,17,Sunday,290,D41,Shooting,121,Oakridge (121),121,Oakridge (121),-79.27700837687703,43.70241431430266
487,GO-20103772354,2010-10-25 04:00:00,2010,October,25,Monday,298,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36199955942347,43.65761029671402
488,GO-20103355708,2010-10-27 04:00:00,2010,October,27,Wednesday,300,D55,Stabbing,070,South Riverdale (70),070,South Riverdale (70),-79.3537351702637,43.6636702057171
489,GO-20103911901,2010-11-17 05:00:00,2010,November,17,Wednesday,321,D32,Shooting,037,Willowdale West (37),037,Willowdale West (37),-79.41459646439912,43.771695191471466
490,GO-20103929126,2010-11-20 05:00:00,2010,November,20,Saturday,324,D33,Shooting,047,Don Valley Village (47),047,Don Valley Village (47),-79.35301563768607,43.787344628236035
491,GO-20103988019,2010-11-22 05:00:00,2010,November,22,Monday,326,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50338429410229,43.74107194210248
492,GO-20103904746,2010-11-24 05:00:00,2010,November,24,Wednesday,328,D43,Shooting,142,Woburn North (142),137,Woburn (137),-79.22911908155677,43.76100600637121
493,GO-20103845292,2010-11-27 05:00:00,2010,November,27,Saturday,331,D52,Other,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39177033708275,43.64473008383375
494,GO-20103878370,2010-11-29 05:00:00,2010,November,29,Monday,333,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.35814366420477,43.66119450036317
